374311.455,4601391.172,0.228
374311.456,4601391.181,0.228
374311.447,4601391.177,0.228
374311.183,4601390.188,0.244
374311.195,4601390.164,0.244
374311.184,4601390.180,0.244
374322.568,4601390.108,0.232
374322.568,4601390.094,0.232
374322.736,4601391.077,0.276
374322.738,4601391.079,0.276
374322.739,4601391.088,0.276
374321.758,4601391.315,0.254
374321.761,4601391.352,0.255
374321.769,4601391.350,0.254
374321.499,4601390.369,0.240
374321.500,4601390.362,0.239
374321.491,4601390.362,0.239
374331.286,4601384.059,0.197
374331.300,4601384.050,0.199
374331.282,4601384.045,0.197
374331.526,4601385.118,0.235
374331.535,4601385.110,0.235
374331.542,4601385.121,0.235
374330.504,4601385.415,0.180
374330.493,4601385.417,0.180
374330.498,4601385.405,0.179
374330.188,4601384.376,0.144
374330.190,4601384.379,0.144
374341.744,4601384.189,0.200
374341.747,4601384.203,0.199
374342.076,4601385.255,0.131
374342.080,4601385.264,0.131
374342.078,4601385.257,0.131
374341.049,4601385.532,0.153
374341.046,4601385.543,0.153
374341.054,4601385.526,0.152
374340.786,4601384.556,0.130
374340.778,4601384.554,0.130
374340.768,4601384.548,0.130
374350.278,4601378.439,0.175
374350.288,4601378.433,0.175
374350.290,4601378.431,0.175
374350.585,4601379.348,0.165
374350.596,4601379.338,0.165
374350.586,4601379.347,0.165
374349.656,4601379.759,0.154
374349.656,4601379.764,0.155
374349.654,4601379.765,0.155
374360.958,4601378.686,0.184
374360.967,4601378.684,0.184
374361.208,4601379.733,0.192
374361.207,4601379.728,0.193
374361.209,4601379.731,0.192
374360.135,4601379.981,0.184
374360.133,4601380.003,0.185
374360.139,4601380.020,0.185
374359.833,4601378.924,0.195
374359.828,4601378.925,0.195
374359.824,4601378.926,0.195
374370.689,4601372.495,0.180
374370.676,4601372.485,0.181
374370.677,4601372.483,0.180
374370.971,4601373.556,0.138
374370.964,4601373.539,0.139
374369.902,4601373.862,0.199
374369.894,4601373.866,0.199
374369.893,4601373.870,0.199
374369.569,4601372.807,0.199
374369.590,4601372.806,0.199
374418.242,4601361.169,0.235
374418.255,4601361.172,0.235
374418.249,4601361.179,0.235
374418.460,4601362.202,0.238
374418.463,4601362.202,0.238
374418.476,4601362.200,0.239
374417.448,4601362.484,0.246
374417.449,4601362.453,0.246
374417.123,4601361.382,0.261
374417.125,4601361.376,0.261
374417.128,4601361.384,0.261
374426.931,4601354.976,0.313
374426.944,4601354.989,0.314
374427.245,4601356.006,0.290
374427.240,4601355.998,0.291
374427.244,4601355.981,0.291
374426.180,4601356.365,0.274
374426.166,4601356.357,0.275
374426.174,4601356.359,0.274
374425.841,4601355.314,0.290
374425.834,4601355.313,0.290
374437.446,4601355.031,0.335
374437.443,4601355.029,0.335
374437.432,4601355.024,0.334
374437.733,4601356.053,0.390
374436.784,4601356.415,0.309
374436.784,4601356.433,0.309
374436.782,4601356.427,0.309
374436.322,4601355.443,0.244
374436.329,4601355.440,0.244
374446.073,4601349.273,0.558
374446.065,4601349.279,0.558
374446.276,4601350.299,0.550
374446.286,4601350.314,0.550
374445.245,4601350.592,0.511
374445.248,4601350.595,0.511
374445.252,4601350.585,0.512
374444.974,4601349.500,0.506
374444.971,4601349.502,0.506
374442.160,4601396.338,0.497
374442.152,4601396.335,0.497
374442.232,4601397.397,0.474
374442.246,4601397.407,0.475
374441.067,4601397.490,0.468
374441.067,4601397.480,0.469
374441.068,4601397.487,0.468
374441.090,4601396.327,0.514
374441.076,4601396.330,0.514
374432.899,4601401.230,0.368
374433.326,4601402.187,0.350
374432.366,4601402.711,0.346
374432.362,4601402.694,0.346
374432.364,4601402.702,0.346
374432.359,4601402.695,0.346
374431.814,4601401.713,0.309
374431.827,4601401.726,0.311
374431.855,4601401.731,0.314
374422.445,4601401.505,0.251
374422.440,4601401.477,0.252
374422.870,4601402.469,0.245
374422.873,4601402.466,0.245
374421.872,4601402.934,0.245
374421.876,4601402.928,0.245
374421.423,4601401.950,0.272
374421.421,4601401.943,0.273
374413.809,4601407.587,0.257
374413.800,4601407.586,0.257
374414.125,4601408.549,0.255
374541.842,4601746.082,1.106
374546.065,4601743.691,1.182
374549.821,4601741.719,1.104
374547.221,4601736.812,1.164
374541.069,4601739.665,1.152
374536.564,4601742.280,1.104
374531.468,4601735.995,1.128
374534.948,4601732.467,1.158
374538.589,4601729.822,1.167
374506.750,4601712.215,1.005
374507.442,4601712.301,1.149
374507.761,4601711.217,1.101
374507.173,4601710.100,1.095
374506.289,4601709.433,1.125
374492.435,4601708.608,1.248
374492.957,4601709.602,1.097
374494.340,4601709.500,1.167
374494.964,4601708.575,1.145
374494.185,4601706.960,1.158
374492.804,4601705.853,1.125
374499.827,4601695.291,1.152
374498.745,4601694.961,1.089
374498.047,4601695.847,1.050
374498.971,4601696.886,1.155
374500.341,4601696.916,1.167
374472.419,4601677.739,0.861
374472.665,4601676.614,0.919
374473.415,4601677.574,0.837
374474.177,4601676.797,0.891
374474.418,4601678.090,0.864
374466.323,4601662.062,0.843
374465.800,4601661.568,0.663
374465.057,4601662.276,0.773
374465.005,4601663.318,0.888
374466.035,4601663.526,0.870
374479.362,4601661.389,0.885
374478.990,4601660.504,0.846
374478.052,4601660.228,0.890
374477.439,4601661.243,0.882
374478.180,4601662.151,0.834
374362.343,4601504.529,0.122
374361.267,4601504.810,0.095
374361.336,4601505.673,0.108
374362.424,4601506.609,0.143
374363.794,4601505.805,0.114
374356.402,4601517.093,0.167
374356.939,4601517.721,0.154
374357.699,4601517.263,0.151
374357.939,4601516.343,0.154
374356.095,4601518.068,0.150
374370.760,4601517.820,0.121
374371.400,4601517.386,0.116
374371.211,4601518.249,0.100
374370.677,4601518.788,0.092
374369.778,4601518.874,0.139
374342.004,4601487.746,0.184
374341.328,4601488.322,0.208
374341.881,4601489.281,0.190
374342.776,4601489.112,0.195
374343.572,4601488.457,0.191
374334.771,4601470.715,0.272
374334.786,4601471.394,0.233
374335.591,4601470.922,0.244
374335.574,4601469.918,0.258
374334.849,4601469.214,0.272
374327.060,4601486.934,0.231
374327.549,4601487.784,0.238
374328.645,4601487.432,0.208
374329.004,4601486.454,0.219
374328.241,4601485.387,0.219
374399.111,4601420.971,0.242
374398.512,4601421.108,0.221
374398.483,4601422.081,0.252
374399.563,4601422.159,0.274
374404.858,4601431.648,0.233
374405.430,4601432.400,0.248
374406.477,4601431.675,0.257
374405.773,4601430.492,0.235
374404.698,4601430.616,0.255
374392.095,4601428.978,0.253
374392.503,4601429.804,0.251
374393.347,4601429.449,0.222
374393.409,4601428.337,0.209
374392.045,4601428.364,0.225
